Goal,Legs,Chest,Arms,Back,Full Body,Lifts,Reps
1,1,0,0,0,1,Hip Adductors;Push-Ups;Box Squat;Leg Press;Pull-Ups;Low Bar Squat,6
1,1,1,1,0,1,Squat;Machine Chest Press;Cable Curl;Hip Thrust;Pec Deck;Barbell Bench Press,4
1,0,1,0,1,1,Dumbbell Incline Press;Deadlift;Pull-Ups;Push-Ups;Russian Twist;Barbell Bench Incline Press,6
0,0,0,1,1,0,Lat Raises;Barbell Row;Dumbbell Curl;Skull Crushers;Cable Curl;Spider Curl,8
0,1,1,1,0,1,Hip Abductors;Pec Deck;Single Arm Tricep Extensions;Pull-Ups;Calf Raise;Bulgarian Split Squats,14
1,1,0,1,0,0,Pin Press Squat;Dumbbell Curl;Squat;Lat Raises;Bulgarian Split Squats;Shoulder Dumbbell Press,4
0,1,0,1,0,0,Leg Extensions;Shoulder Dumbbell Press;Shoulder Machine Press;Bulgarian Split Squats;Box Squat;Low Bar Squat,12
0,1,0,0,0,0,Calf Raise;Low Bar Squat;Leg Extensions;Box Squat;Hamstring Curls;Hip Abductors,8
1,1,0,1,1,1,Hip Abductors;Shoulder Barbell Press;Barbell Row;Hip Thrust;Single Arm Tricep Extensions;Russian Twist,5
1,1,1,1,0,0,High Bar Squat;Chest Flies (DB or Cable);Cable Curl;Dumbbell Incline Press;Bulgarian Split Squats;Machine Chest Press,6
0,1,0,1,0,0,Leg Extensions;Machine Curl;Spider Curl;Lunges;Hamstring Curls;Single Arm Tricep Extensions,12
1,1,1,0,1,0,Leg Press;Machine Chest Press;Barbell Row;Cable Chest Press;Dumbbell Incline Press;Chest Flies (DB or Cable),4
1,1,1,0,1,0,Hip Abductors;Dumbbell Incline Press;Upright Row;Romanian Deadlift;Sumo Deadlift;High Bar Squat,4
1,0,0,1,0,0,Barbell Curl;Cable Curl;Shoulder Dumbbell Press;Tricep Pushdowns;Lat Raises;Shoulder Machine Press,5
0,1,0,1,0,0,Calf Raise;Hammer Curl;Machine Curl;Leg Extensions;Hamstring Curls;Hip Adductors,13
1,1,0,1,1,0,Hamstring Curls;Tricep Pushdowns;T-Bar Row;Dumbbell Row;Cable Curl;Rear Delt Flies,4
1,1,0,0,1,0,Pin Press Squat;Sumo Deadlift;Lunges;Hip Abductors;Dumbbell Row;Leg Extensions,6
1,1,0,0,0,1,Lunges;Hip Thrust;Box Squat;Leg Extensions;Squat;Pull-Ups,5
1,1,1,0,0,0,Box Squat;Barbell Bench Incline Press;Barbell Bench Press;Low Bar Squat;Leg Press;Cable Chest Press,6
1,1,1,0,1,1,Leg Extensions;Barbell Bench Press;Lat Pull Overs;Plank;Dumbbell Incline Press;Machine Chest Press,5
1,1,1,0,1,0,Lunges;Dumbbell Flat Press;Sumo Deadlift;Cable Chest Press;Dumbbell Row;T-Bar Row,4
0,1,1,1,1,1,Hip Adductors;Machine Chest Press;Machine Curl;Cable Row;Pull-Ups;High Bar Squat,9
0,1,1,1,0,0,Calf Raise;Bench Press;Skull Crushers;Hip Adductors;Squat;Barbell Bench Press,13
1,0,1,0,1,0,Chest Flies (DB or Cable);Upright Row;Bench Press;Barbell Bench Press;Pec Deck;Dumbbell Row,4
0,1,0,0,0,0,Leg Press;Calf Raise;Low Bar Squat;Box Squat;Romanian Deadlift;High Bar Squat,10
0,0,1,0,0,1,Bench Press;Standing Overhead Press;Push-Ups;Plank;Barbell Bench Press;Pec Deck,8
1,0,0,1,1,0,Tricep Extension;Barbell Row;Deadlift;Machine Curl;Dumbbell Row;Shoulder Machine Press,6
0,1,0,1,1,1,Bulgarian Split Squats;Machine Curl;Sumo Deadlift;Russian Twist;Upright Row;Pin Press Squat,9
1,1,1,0,0,0,Pin Press Squat;Machine Chest Press;Bench Press;Leg Press;Hamstring Curls;Calf Raise,4
0,1,0,0,1,0,High Bar Squat;Barbell Row;Upright Row;Low Bar Squat;Rear Delt Flies;Leg Press,8
1,0,1,0,0,1,Barbell Bench Incline Press;Hip Thrust;Pull-Ups;Cable Chest Press;Dumbbell Incline Press;Russian Twist,4
1,1,1,1,0,0,Bulgarian Split Squats;Dumbbell Incline Press;Front Raises;Skull Crushers;Overhead Tricep Extensions;Machine Chest Press,5
0,1,1,1,0,0,Bulgarian Split Squats;Machine Chest Press;Overhead Tricep Press;High Bar Squat;Bench Press;Pec Deck,10
1,0,0,0,1,0,Deadlift;Upright Row;Sumo Deadlift;Barbell Row;Lat Pull Downs;Rear Delt Flies,6
0,0,1,0,1,1,Dumbbell Flat Press;Upright Row;Weighted Dips;Dumbbell Incline Press;Pull-Ups;Russian Twist,8
1,0,1,0,1,1,Chest Flies (DB or Cable);Deadlift;Hip Thrust;Lat Pull Overs;Plank;Upright Row,5
0,0,1,0,0,0,Barbell Bench Press;Barbell Bench Incline Press;Chest Flies (DB or Cable);Cable Chest Press;Dumbbell Incline Press;Bench Press,10
0,0,1,0,0,0,Barbell Bench Incline Press;Barbell Bench Press;Dumbbell Incline Press;Bench Press;Chest Flies (DB or Cable);Dumbbell Flat Press,14
1,1,0,1,0,1,Hip Adductors;Skull Crushers;Pull-Ups;Single Arm Tricep Extensions;Plank;Lat Raises,5
0,1,0,1,0,0,Pin Press Squat;Barbell Curl;Lunges;Leg Press;Squat;Leg Extensions,11
0,0,0,0,1,1,Upright Row;Pull-Ups;Barbell Row;T-Bar Row;Standing Overhead Press;Hip Thrust,14
0,1,0,1,0,1,Squat;Overhead Tricep Press;Push-Ups;Leg Press;Pull-Ups;Leg Extensions,13
1,0,1,1,1,1,Barbell Bench Incline Press;Tricep Extension;Barbell Row;Standing Overhead Press;Lat Pull Overs;Front Raises,4
1,1,0,0,0,1,Hip Abductors;Push-Ups;Hip Thrust;Romanian Deadlift;Hip Adductors;Russian Twist,5
1,1,0,1,1,0,Bulgarian Split Squats;Hammer Curl;Deadlift;T-Bar Row;Tricep Extension;Lat Pull Overs,5
1,0,1,1,1,1,Cable Chest Press;Tricep Extension;Sumo Deadlift;Russian Twist;Lat Pull Overs;Barbell Bench Press,6
0,1,1,0,0,0,Low Bar Squat;Barbell Bench Press;Calf Raise;Bulgarian Split Squats;Barbell Bench Incline Press;Romanian Deadlift,12
0,1,1,0,0,0,Romanian Deadlift;Dumbbell Flat Press;Dumbbell Incline Press;Pec Deck;Hip Abductors;Squat,11
1,0,1,0,1,1,Machine Chest Press;Lat Pull Downs;Plank;Chest Flies (DB or Cable);Push-Ups;Barbell Bench Incline Press,5
1,1,1,1,0,0,High Bar Squat;Bench Press;Tricep Extension;Overhead Tricep Extensions;Hammer Curl;Hamstring Curls,4
0,0,1,0,0,1,Chest Flies (DB or Cable);Standing Overhead Press;Push-Ups;Dumbbell Incline Press;Pull-Ups;Bench Press,10
0,0,1,0,0,1,Cable Chest Press;Hip Thrust;Barbell Bench Press;Dumbbell Incline Press;Dumbbell Flat Press;Machine Chest Press,13
0,1,1,0,0,0,Squat;Barbell Bench Press;Box Squat;Lunges;Bench Press;Chest Flies (DB or Cable),12
1,1,0,0,1,1,Box Squat;Upright Row;Pull-Ups;Dumbbell Row;Plank;Hip Thrust,5
0,1,0,1,1,0,Hamstring Curls;Cable Curl;Dumbbell Row;Front Raises;Hip Adductors;Shoulder Dumbbell Press,14
0,1,1,0,1,1,Bulgarian Split Squats;Dumbbell Flat Press;Barbell Row;Standing Overhead Press;Pull-Ups;Hip Thrust,12
1,0,0,0,0,1,Standing Overhead Press;Pull-Ups;Russian Twist;Weighted Dips;Push-Ups;Plank,5
0,1,1,1,0,1,Bulgarian Split Squats;Dumbbell Flat Press;Front Raises;Pull-Ups;Romanian Deadlift;Leg Press,14
1,1,1,1,1,0,Romanian Deadlift;Barbell Bench Incline Press;Tricep Extension;Dumbbell Row;Bulgarian Split Squats;Rear Delt Flies,4
0,0,0,1,1,0,Overhead Tricep Press;Deadlift;Lat Pull Downs;Barbell Row;Lat Pull Overs;Front Raises,12
0,0,1,1,1,1,Machine Chest Press;Hammer Curl;Barbell Row;Weighted Dips;Rear Delt Flies;Barbell Bench Incline Press,13
0,1,1,1,1,1,Box Squat;Dumbbell Incline Press;Tricep Extension;Lat Pull Overs;Hip Thrust;Shoulder Dumbbell Press,8
0,0,1,1,0,0,Chest Flies (DB or Cable);Cable Curl;Overhead Tricep Press;Shoulder Machine Press;Barbell Bench Press;Bench Press,11
1,0,1,1,1,1,Pec Deck;Machine Curl;Lat Pull Downs;Push-Ups;Barbell Row;Plank,4
1,0,1,0,0,1,Bench Press;Standing Overhead Press;Weighted Dips;Pull-Ups;Chest Flies (DB or Cable);Machine Chest Press,6
1,0,1,1,1,0,Chest Flies (DB or Cable);Hammer Curl;Rear Delt Flies;Lat Pull Overs;Barbell Row;Lat Pull Downs,6
0,1,0,0,1,0,Leg Extensions;Upright Row;T-Bar Row;Barbell Row;Lat Pull Overs;Lunges,12
1,1,0,0,0,1,Romanian Deadlift;Push-Ups;Hamstring Curls;Plank;Pin Press Squat;Leg Extensions,6
0,0,0,0,1,1,Dumbbell Row;Pull-Ups;Push-Ups;Sumo Deadlift;Deadlift;Lat Pull Downs,9
0,0,1,0,0,1,Dumbbell Incline Press;Russian Twist;Barbell Bench Incline Press;Plank;Weighted Dips;Pec Deck,10
0,0,1,0,1,0,Barbell Bench Press;Barbell Row;Dumbbell Flat Press;Dumbbell Incline Press;Lat Pull Overs;Cable Row,12
1,0,1,0,0,1,Dumbbell Incline Press;Russian Twist;Chest Flies (DB or Cable);Push-Ups;Pec Deck;Weighted Dips,6
0,0,0,1,0,0,Spider Curl;Front Raises;Dumbbell Curl;Overhead Tricep Extensions;Hammer Curl;Single Arm Tricep Extensions,12
0,1,0,1,1,0,High Bar Squat;Overhead Tricep Press;Rear Delt Flies;Machine Curl;Lat Pull Overs;Pin Press Squat,9
0,0,1,1,0,1,Machine Chest Press;Dumbbell Curl;Hip Thrust;Chest Flies (DB or Cable);Pull-Ups;Weighted Dips,8
1,0,1,1,0,1,Pec Deck;Overhead Tricep Extensions;Plank;Single Arm Tricep Extensions;Cable Curl;Russian Twist,4
1,1,1,1,1,1,Leg Extensions;Cable Chest Press;Shoulder Dumbbell Press;Upright Row;Russian Twist;Lat Pull Downs,6
1,0,1,1,0,0,Barbell Bench Press;Barbell Curl;Dumbbell Incline Press;Chest Flies (DB or Cable);Skull Crushers;Shoulder Barbell Press,4
1,1,1,1,0,0,Leg Extensions;Cable Chest Press;Tricep Pushdowns;Box Squat;Shoulder Machine Press;Leg Press,5
0,0,1,0,1,0,Bench Press;T-Bar Row;Upright Row;Barbell Bench Incline Press;Pec Deck;Cable Row,12
0,1,0,0,1,1,Leg Extensions;Upright Row;Standing Overhead Press;Lunges;Hip Thrust;Cable Row,8
1,0,1,1,0,0,Cable Chest Press;Overhead Tricep Press;Tricep Extension;Machine Chest Press;Barbell Curl;Shoulder Dumbbell Press,4
0,0,0,0,1,1,Barbell Row;Push-Ups;Pull-Ups;Plank;Weighted Dips;T-Bar Row,12
1,0,1,1,1,0,Machine Chest Press;Machine Curl;T-Bar Row;Pec Deck;Lat Raises;Chest Flies (DB or Cable),6
1,1,1,1,1,0,Pin Press Squat;Bench Press;Skull Crushers;Lat Pull Downs;Barbell Row;Leg Extensions,5
0,1,1,0,0,1,Low Bar Squat;Machine Chest Press;Russian Twist;Barbell Bench Incline Press;Leg Extensions;Hip Thrust,13
0,1,1,1,0,1,Pin Press Squat;Pec Deck;Shoulder Machine Press;Plank;Push-Ups;Front Raises,13
1,1,1,1,1,1,Hip Adductors;Bench Press;Tricep Extension;Lat Pull Downs;Plank;Upright Row,5
1,1,1,0,0,0,Low Bar Squat;Barbell Bench Incline Press;Cable Chest Press;Pec Deck;Barbell Bench Press;Leg Press,5
1,0,0,0,0,1,Pull-Ups;Push-Ups;Standing Overhead Press;Russian Twist;Plank;Hip Thrust,5
1,0,0,1,1,0,Dumbbell Curl;T-Bar Row;Shoulder Dumbbell Press;Skull Crushers;Shoulder Barbell Press;Cable Row,5
1,1,1,1,1,0,Hip Adductors;Barbell Bench Press;Spider Curl;Barbell Row;Skull Crushers;Leg Extensions,4
0,1,0,0,0,1,Hip Adductors;Russian Twist;Bulgarian Split Squats;Plank;Standing Overhead Press;Calf Raise,11
0,0,0,0,0,1,Hip Thrust;Pull-Ups;Russian Twist;Weighted Dips;Standing Overhead Press;Plank,9
1,1,1,0,1,1,Low Bar Squat;Chest Flies (DB or Cable);Rear Delt Flies;Standing Overhead Press;Machine Chest Press;T-Bar Row,4
1,0,1,1,1,0,Dumbbell Flat Press;Skull Crushers;Dumbbell Row;Barbell Row;Upright Row;Hammer Curl,6
0,0,1,0,1,0,Cable Chest Press;Deadlift;Lat Pull Overs;Chest Flies (DB or Cable);Barbell Bench Press;Dumbbell Flat Press,13
0,1,0,1,0,1,Hamstring Curls;Skull Crushers;Russian Twist;Machine Curl;High Bar Squat;Hip Adductors,9
0,0,0,1,0,0,Shoulder Machine Press;Single Arm Tricep Extensions;Hammer Curl;Tricep Pushdowns;Dumbbell Curl;Barbell Curl,14
1,0,1,1,1,1,Bench Press;Shoulder Machine Press;Cable Row;Weighted Dips;Push-Ups;Spider Curl,5
1,0,0,0,1,1,Dumbbell Row;Push-Ups;Upright Row;Hip Thrust;Weighted Dips;Deadlift,6
1,1,0,1,0,0,High Bar Squat;Machine Curl;Tricep Pushdowns;Lat Raises;Cable Curl;Leg Press,6
1,0,0,1,1,1,Tricep Extension;Rear Delt Flies;Push-Ups;Russian Twist;Standing Overhead Press;T-Bar Row,4
1,0,1,1,1,1,Barbell Bench Press;Barbell Curl;Barbell Row;Pull-Ups;Front Raises;Skull Crushers,5
0,0,0,1,1,0,Barbell Curl;Sumo Deadlift;Machine Curl;Rear Delt Flies;Shoulder Machine Press;Shoulder Dumbbell Press,12
1,0,0,1,0,1,Barbell Curl;Push-Ups;Standing Overhead Press;Pull-Ups;Spider Curl;Skull Crushers,5
0,0,0,1,0,1,Machine Curl;Hip Thrust;Pull-Ups;Cable Curl;Push-Ups;Plank,13
1,0,1,0,1,1,Dumbbell Flat Press;Upright Row;Standing Overhead Press;Russian Twist;Machine Chest Press;Barbell Bench Press,6
1,0,1,0,0,0,Bench Press;Machine Chest Press;Pec Deck;Barbell Bench Press;Chest Flies (DB or Cable);Dumbbell Incline Press,5
1,1,0,0,0,1,Romanian Deadlift;Russian Twist;Weighted Dips;High Bar Squat;Calf Raise;Push-Ups,6
1,0,1,1,1,0,Cable Chest Press;Dumbbell Curl;Dumbbell Row;Machine Chest Press;Barbell Bench Incline Press;Tricep Extension,4
0,0,0,0,1,1,Lat Pull Overs;Russian Twist;T-Bar Row;Upright Row;Lat Pull Downs;Cable Row,13
0,0,0,0,1,0,Barbell Row;Lat Pull Overs;Upright Row;Sumo Deadlift;Dumbbell Row;Deadlift,12
0,1,1,0,1,0,Romanian Deadlift;Dumbbell Flat Press;Dumbbell Row;Bulgarian Split Squats;Barbell Row;Low Bar Squat,12
1,1,1,0,1,0,Low Bar Squat;Pec Deck;Cable Row;Leg Press;Hamstring Curls;Lat Pull Overs,4
0,0,1,0,0,1,Chest Flies (DB or Cable);Standing Overhead Press;Cable Chest Press;Plank;Dumbbell Incline Press;Pull-Ups,9
0,0,1,1,1,1,Machine Chest Press;Tricep Pushdowns;Deadlift;Pull-Ups;Russian Twist;Lat Raises,8
0,0,1,0,1,0,Dumbbell Incline Press;Lat Pull Downs;Machine Chest Press;Deadlift;Dumbbell Flat Press;Rear Delt Flies,10
0,1,1,1,0,0,Hip Abductors;Barbell Bench Press;Hammer Curl;Dumbbell Incline Press;Machine Chest Press;Overhead Tricep Extensions,9
1,0,0,1,1,0,Front Raises;Upright Row;Tricep Extension;Overhead Tricep Press;Skull Crushers;Lat Raises,5
0,1,0,1,1,1,Leg Extensions;Hammer Curl;Rear Delt Flies;Plank;Russian Twist;High Bar Squat,14
0,1,0,1,0,1,Romanian Deadlift;Tricep Extension;Russian Twist;Plank;Front Raises;Machine Curl,11
0,1,0,1,1,0,Squat;Front Raises;Dumbbell Row;Barbell Curl;Lat Pull Overs;Hip Abductors,8
0,0,1,1,1,1,Chest Flies (DB or Cable);Shoulder Dumbbell Press;Dumbbell Row;Pull-Ups;Cable Curl;Front Raises,13
1,1,0,0,1,1,Leg Extensions;Upright Row;Standing Overhead Press;Hip Abductors;Lat Pull Downs;Lunges,5
0,1,0,1,1,1,Hip Abductors;Tricep Extension;Sumo Deadlift;Hip Thrust;Single Arm Tricep Extensions;Lat Pull Overs,8
1,0,0,0,1,0,Rear Delt Flies;Sumo Deadlift;Dumbbell Row;Barbell Row;Upright Row;Lat Pull Overs,6
1,0,1,0,0,1,Chest Flies (DB or Cable);Hip Thrust;Push-Ups;Pec Deck;Bench Press;Barbell Bench Incline Press,4
0,0,1,1,0,0,Chest Flies (DB or Cable);Shoulder Machine Press;Barbell Bench Press;Shoulder Dumbbell Press;Cable Chest Press;Machine Chest Press,11
0,1,0,0,0,1,Squat;Push-Ups;Hip Thrust;Leg Extensions;Plank;Romanian Deadlift,11
0,1,0,0,0,0,Squat;Lunges;Leg Press;Low Bar Squat;Box Squat;Hamstring Curls,10
1,1,1,0,1,1,Leg Extensions;Cable Chest Press;Lat Pull Downs;Pull-Ups;Weighted Dips;Sumo Deadlift,4
0,0,0,0,0,1,Standing Overhead Press;Hip Thrust;Plank;Push-Ups;Russian Twist;Weighted Dips,9
0,1,1,0,1,1,Romanian Deadlift;Machine Chest Press;Lat Pull Overs;Plank;Rear Delt Flies;T-Bar Row,9
0,1,1,1,0,0,Hip Adductors;Dumbbell Flat Press;Cable Curl;Leg Press;Overhead Tricep Press;Lat Raises,8
1,0,1,0,0,1,Barbell Bench Press;Pull-Ups;Barbell Bench Incline Press;Russian Twist;Hip Thrust;Pec Deck,4
0,0,1,1,1,1,Bench Press;Front Raises;Deadlift;Hip Thrust;Dumbbell Flat Press;Russian Twist,9
0,0,0,0,1,0,Sumo Deadlift;Upright Row;T-Bar Row;Rear Delt Flies;Dumbbell Row;Cable Row,13
0,1,0,0,1,1,Hamstring Curls;Rear Delt Flies;Hip Thrust;Hip Adductors;Push-Ups;Deadlift,14
1,1,0,0,1,0,High Bar Squat;Lat Pull Overs;Cable Row;Calf Raise;Romanian Deadlift;Hip Adductors,4
0,0,1,0,0,0,Chest Flies (DB or Cable);Barbell Bench Press;Cable Chest Press;Machine Chest Press;Pec Deck;Bench Press,12
1,0,1,1,1,0,Machine Chest Press;Overhead Tricep Press;Cable Row;Dumbbell Row;Barbell Bench Press;Hammer Curl,5
1,0,1,1,1,0,Dumbbell Incline Press;Overhead Tricep Press;Sumo Deadlift;Lat Raises;Machine Curl;Tricep Extension,5
0,1,0,1,0,0,Calf Raise;Front Raises;Skull Crushers;High Bar Squat;Hammer Curl;Shoulder Dumbbell Press,9
1,1,0,0,0,1,Low Bar Squat;Push-Ups;Standing Overhead Press;Squat;Weighted Dips;Hip Thrust,5
1,0,1,1,1,1,Barbell Bench Press;Tricep Pushdowns;Cable Row;Pull-Ups;Shoulder Barbell Press;Cable Curl,5
1,1,1,1,0,1,Romanian Deadlift;Barbell Bench Incline Press;Dumbbell Curl;Pull-Ups;Russian Twist;Barbell Curl,5
1,0,1,0,1,0,Pec Deck;T-Bar Row;Rear Delt Flies;Upright Row;Barbell Bench Incline Press;Lat Pull Downs,4
0,1,0,1,1,1,High Bar Squat;Tricep Extension;Deadlift;Plank;Standing Overhead Press;Skull Crushers,12
0,1,1,0,1,1,Squat;Barbell Bench Incline Press;Cable Row;Push-Ups;Bench Press;Dumbbell Flat Press,14
0,0,0,0,0,1,Plank;Hip Thrust;Pull-Ups;Russian Twist;Standing Overhead Press;Push-Ups,12
0,1,1,1,1,1,Hip Adductors;Barbell Bench Incline Press;Overhead Tricep Extensions;Upright Row;Pull-Ups;Dumbbell Curl,9
0,1,0,0,0,1,Box Squat;Hip Thrust;Hamstring Curls;Russian Twist;Hip Adductors;Plank,14
0,0,0,1,0,1,Overhead Tricep Extensions;Weighted Dips;Standing Overhead Press;Hip Thrust;Hammer Curl;Pull-Ups,12
0,0,1,0,1,0,Dumbbell Flat Press;Rear Delt Flies;Lat Pull Downs;Lat Pull Overs;Cable Chest Press;Cable Row,12
0,0,1,1,0,0,Pec Deck;Spider Curl;Barbell Bench Incline Press;Cable Chest Press;Shoulder Barbell Press;Chest Flies (DB or Cable),14
0,0,0,0,1,1,Dumbbell Row;Push-Ups;Hip Thrust;Weighted Dips;Lat Pull Downs;Pull-Ups,11
0,1,1,0,1,1,Hip Adductors;Cable Chest Press;Upright Row;Weighted Dips;Dumbbell Row;Bench Press,12
1,1,0,1,1,0,Lunges;Shoulder Dumbbell Press;Rear Delt Flies;High Bar Squat;Shoulder Machine Press;Hip Adductors,5
0,0,1,1,1,1,Chest Flies (DB or Cable);Overhead Tricep Press;Lat Pull Downs;Pull-Ups;Barbell Bench Press;Shoulder Dumbbell Press,10
1,0,0,0,1,0,Barbell Row;Sumo Deadlift;Upright Row;Lat Pull Overs;Rear Delt Flies;Dumbbell Row,6
0,1,0,1,0,0,Squat;Shoulder Dumbbell Press;Overhead Tricep Extensions;High Bar Squat;Romanian Deadlift;Bulgarian Split Squats,10
0,1,0,1,1,0,Pin Press Squat;Tricep Pushdowns;Cable Row;Spider Curl;Barbell Row;Rear Delt Flies,14
0,1,1,0,0,0,Hamstring Curls;Barbell Bench Incline Press;Leg Press;Chest Flies (DB or Cable);Dumbbell Flat Press;Barbell Bench Press,13
1,1,0,1,0,1,Calf Raise;Barbell Curl;Standing Overhead Press;Russian Twist;Pull-Ups;Shoulder Dumbbell Press,5
1,0,1,0,0,1,Dumbbell Flat Press;Weighted Dips;Plank;Russian Twist;Pull-Ups;Push-Ups,6
1,0,0,1,1,1,Spider Curl;Lat Pull Overs;Weighted Dips;Lat Raises;Overhead Tricep Extensions;Standing Overhead Press,5
1,0,1,1,0,1,Cable Chest Press;Tricep Pushdowns;Plank;Barbell Bench Incline Press;Tricep Extension;Pull-Ups,5
1,1,0,1,0,0,Romanian Deadlift;Lat Raises;Calf Raise;Tricep Pushdowns;Overhead Tricep Extensions;Hip Adductors,5
1,0,0,0,1,1,Cable Row;Pull-Ups;Russian Twist;Hip Thrust;Plank;Weighted Dips,6
0,1,0,0,0,1,Bulgarian Split Squats;Pull-Ups;Pin Press Squat;Push-Ups;Leg Extensions;Hamstring Curls,13
0,0,1,1,1,0,Pec Deck;Tricep Extension;Deadlift;Barbell Bench Incline Press;Machine Chest Press;Chest Flies (DB or Cable),8
1,1,1,0,1,0,Low Bar Squat;Chest Flies (DB or Cable);Rear Delt Flies;T-Bar Row;Dumbbell Flat Press;Machine Chest Press,5
0,0,1,0,0,0,Bench Press;Dumbbell Incline Press;Pec Deck;Machine Chest Press;Barbell Bench Incline Press;Barbell Bench Press,12
0,0,1,1,0,1,Pec Deck;Tricep Pushdowns;Standing Overhead Press;Plank;Front Raises;Pull-Ups,8
0,0,1,0,0,0,Dumbbell Flat Press;Barbell Bench Press;Bench Press;Dumbbell Incline Press;Barbell Bench Incline Press;Pec Deck,12
0,0,0,1,0,0,Shoulder Barbell Press;Hammer Curl;Skull Crushers;Overhead Tricep Press;Front Raises;Single Arm Tricep Extensions,8
1,0,0,0,1,1,Cable Row;Hip Thrust;Barbell Row;Standing Overhead Press;Push-Ups;Upright Row,6
1,1,0,0,1,1,Calf Raise;T-Bar Row;Weighted Dips;Upright Row;Squat;Low Bar Squat,6
0,0,0,1,1,1,Shoulder Barbell Press;Lat Pull Overs;Pull-Ups;Sumo Deadlift;Rear Delt Flies;Plank,11
1,0,1,0,0,1,Dumbbell Incline Press;Pull-Ups;Push-Ups;Standing Overhead Press;Weighted Dips;Cable Chest Press,5
0,0,1,1,1,0,Barbell Bench Incline Press;Front Raises;Sumo Deadlift;Cable Row;Tricep Extension;Rear Delt Flies,10
1,0,1,1,0,0,Barbell Bench Incline Press;Shoulder Dumbbell Press;Front Raises;Machine Chest Press;Single Arm Tricep Extensions;Barbell Bench Press,6
0,1,1,1,1,1,Lunges;Barbell Bench Press;Barbell Curl;Cable Row;Russian Twist;Pec Deck,10
1,0,0,0,1,1,Rear Delt Flies;Standing Overhead Press;Pull-Ups;Russian Twist;Dumbbell Row;Sumo Deadlift,5
1,1,1,0,1,1,High Bar Squat;Dumbbell Flat Press;Rear Delt Flies;Pull-Ups;Lat Pull Downs;Plank,4
1,1,1,0,0,0,Bulgarian Split Squats;Chest Flies (DB or Cable);Bench Press;Barbell Bench Press;Pec Deck;Leg Press,6
0,1,0,0,0,0,Low Bar Squat;Hip Abductors;Bulgarian Split Squats;Hamstring Curls;Hip Adductors;Romanian Deadlift,9
0,1,0,0,1,1,Romanian Deadlift;Sumo Deadlift;Push-Ups;Leg Extensions;Weighted Dips;Rear Delt Flies,11
1,1,1,1,1,0,Box Squat;Bench Press;Shoulder Barbell Press;Rear Delt Flies;Dumbbell Row;Barbell Bench Incline Press,4
0,0,1,1,1,0,Barbell Bench Press;Lat Raises;Lat Pull Overs;Upright Row;Bench Press;Chest Flies (DB or Cable),14
0,1,1,1,1,0,Pin Press Squat;Cable Chest Press;Spider Curl;Rear Delt Flies;Box Squat;Squat,12
1,1,1,1,0,0,Lunges;Dumbbell Flat Press;Overhead Tricep Press;Bench Press;Front Raises;Dumbbell Incline Press,5
1,1,1,0,0,1,Bulgarian Split Squats;Cable Chest Press;Hip Thrust;Hip Abductors;Plank;Leg Extensions,4
0,0,0,0,0,1,Russian Twist;Standing Overhead Press;Hip Thrust;Plank;Push-Ups;Pull-Ups,12
1,1,0,1,0,0,Hip Adductors;Tricep Pushdowns;Shoulder Barbell Press;Shoulder Machine Press;Shoulder Dumbbell Press;Lunges,4
0,1,0,1,0,1,High Bar Squat;Barbell Curl;Standing Overhead Press;Lat Raises;Leg Extensions;Low Bar Squat,13
1,1,1,0,1,0,Romanian Deadlift;Machine Chest Press;Sumo Deadlift;Pin Press Squat;Calf Raise;Barbell Bench Press,5
1,0,0,1,0,1,Hammer Curl;Russian Twist;Hip Thrust;Shoulder Machine Press;Pull-Ups;Standing Overhead Press,6
1,0,0,1,0,0,Single Arm Tricep Extensions;Machine Curl;Overhead Tricep Press;Shoulder Barbell Press;Cable Curl;Overhead Tricep Extensions,4
0,1,0,0,0,1,High Bar Squat;Russian Twist;Bulgarian Split Squats;Pin Press Squat;Box Squat;Hip Thrust,12
1,1,1,0,0,0,Romanian Deadlift;Bench Press;Pin Press Squat;Box Squat;Machine Chest Press;Squat,4
0,0,1,1,1,1,Barbell Bench Press;Machine Curl;Barbell Row;Standing Overhead Press;Dumbbell Incline Press;Rear Delt Flies,12
1,1,0,1,1,1,Hip Abductors;Dumbbell Curl;Lat Pull Downs;Standing Overhead Press;Hip Adductors;High Bar Squat,4
0,0,1,1,1,1,Cable Chest Press;Tricep Pushdowns;Lat Pull Overs;Hip Thrust;Cable Row;Overhead Tricep Extensions,9
0,1,1,1,1,0,Calf Raise;Dumbbell Incline Press;Dumbbell Curl;Deadlift;Cable Curl;Rear Delt Flies,12
1,1,0,0,1,1,Bulgarian Split Squats;Lat Pull Overs;Plank;Cable Row;Lat Pull Downs;Hip Thrust,6
1,0,1,0,1,0,Barbell Bench Press;Upright Row;Bench Press;Rear Delt Flies;Cable Chest Press;Sumo Deadlift,6
0,0,0,0,0,1,Pull-Ups;Plank;Standing Overhead Press;Weighted Dips;Push-Ups;Russian Twist,9
0,0,1,1,0,0,Bench Press;Hammer Curl;Shoulder Barbell Press;Tricep Pushdowns;Barbell Bench Press;Machine Curl,11
0,0,1,1,0,0,Machine Chest Press;Front Raises;Dumbbell Incline Press;Spider Curl;Machine Curl;Barbell Bench Incline Press,14
